lihtc_project_id,normalized_state_id,hud_property_name,property_street_address,city,state,zip_code,state_id
PAA83438030,TC5363-3055,DC Comics,536 Hernandez Terrace,Pekin,PA,37399,PAA86009361
PAA45424465,TC7556-2461,72 Sloan Road,845 Delancey Run,Susanville,PA,82037,TC9324-0314
PAA39961514,TC8078-3662,548 Laurel Canyon,121 Burritt Estate,San Fernando,PA,37106,TC8013-7003
PAA28605885,TC3454-7770,Exact Solutions,317 Fuente Bend,Longview,PA,34816,PAA65938466
PAA81771719,TC0217-9574,Envirotecture Design Service,751 Alameda Pass,Waukesha,PA,55387,TC4506-4986
PAA37480600,TC1514-1881,670 Richards Turnpike,243 France Path,Smyrna,PA,58478,PAA91836722
PAA40782854,PAA74985308,Ubu Productions,4 Eddy Route,Frankfort,PA,40457,TC1043-3740
PAA61220525,TC5789-5032,Belle Ladi,170 Brazil Canyon,Mount Vernon,PA,71959,TC7191-2018
PAA67809251,TC3662-7455,Exact Solutions,1018 Decker Grove,South Holland,PA,10110,PAA68237745
PAA77772210,PAA68125556,487 Modoc Center,517 Oreilly Freeway,Nashville,PA,87023,PAA68731636
PAA67043756,TC2478-3861,370 Shannon Park,987 Mansfield Bayou,Sapulpa,PA,99126,PAA96966898
PAA06038594,TC6142-8302,Acuserv,1029 Lafayette Lodge,Gastonia,PA,30044,PAA78888279
PAA69114663,PAA01091450,200 Troy Estate,902 Metson Ferry,Eau Claire,PA,67384,TC5266-3656
PAA37750553,PAA61037018,823 Buchanan Loop,1380 Avenue I Trace,Warner Robins,PA,74049,PAA40658489
PAA39513527,TC5733-4745,Kraft Foods,244 Elizabeth Glen,Farmington,PA,79340,PAA20405175
PAA20989384,PAA88605874,1238 Ccsf Parking Lot Highway,813 San Juan Trail,Shawnee,PA,69255,PAA84834486
PAA55799045,PAA50066842,Atari,173 Ledyard Trace,Loma Linda,PA,69015,TC8956-2831
PAA04735768,PAA35965405,Digi-Key,86 Toland Pine,North Ridgeville,PA,57248,TC5716-8200
PAA04290265,PAA55168386,1118 Carrizal Hills,22 Schofield Pine,Amsterdam,PA,61757,TC8259-4460
PAA93247134,TC8418-1293,68 Kate Green,547 Harrison Center,Hudson,PA,54198,PAA79258481
PAA75791025,TC2749-4251,Grey Fade,764 North Hughes Rapids,Temple,PA,76603,PAA01979511
PAA52811781,PAA87276823,418 Lower Expressway,315 San Marcos Hills,Natchitoches,PA,49081,PAA29673941
PAA95676719,PAA27542461,Total Yard Maintenance,916 Wilder Court,Homestead,PA,00457,TC4202-0737
PAA17725001,TC9376-4723,526 Acorn Circle,491 Roselyn Plaza,Gladstone,PA,87316,PAA30735603
PAA22110280,PAA81145253,International Game Technology,204 Delano Heights,Spring Valley,PA,34135,TC3557-2368
PAA10312296,PAA62364106,Expeditors International,539 Adolph Sutro Road,Boynton Beach,PA,21670,PAA61243355
PAA21182234,PAA23367663,Citigroup,1330 Chicago Canyon,New Haven,PA,14336,TC6091-4408
PAA02761045,PAA31908871,Jack in the Box,1142 Pinto Loop,Homewood,PA,43010,PAA09021233
PAA52559235,PAA53531549,1159 Harding Loop,497 Rhode Island Crossing,Hickory,PA,78159,PAA59097630
PAA28996931,TC0040-1054,"PalmSource, Inc.",728 Donner Pine,Pekin,PA,05513,TC1864-4208
PAA61145539,PAA47382332,Colt Defense,730 Golding Hill,Miami,PA,04449,PAA97712583
PAA93379480,TC3091-0146,Southern California Edison,1057 Comerford Alley,Monroeville,PA,11803,TC2583-6638
PAA18063092,PAA85247142,Always,270 Decker Mall,Staunton,PA,40675,TC6862-6026
PAA67150161,TC6006-8940,38 Nimitz Ferry,150 Avila Spur,Susanville,PA,84963,TC0606-6731
PAA15490464,PAA05205150,The Goose and Duck,360 Metson Pine,Manitowoc,PA,10026,PAA51217706
PAA48713040,TC2626-2171,32 Britton Run,722 Day Cove,Dover,PA,29941,TC0605-5910
PAA58738215,TC2587-1757,Bank of New York Mellon,428 Balceta Mall,Stockton,PA,67640,TC8285-3610
PAA49827241,TC3512-2277,1261 Farallones Gardens,142 Prague Junction,Fort Wayne,PA,10850,PAA85506146
PAA43034935,PAA53445228,1387 Rey Estate,898 Mount Mall,Worcester,PA,97190,TC0349-6251
PAA47955943,TC9105-9830,216 Madison Turnpike,776 Carmelita Lake,Forest Park,PA,14408,TC7056-6134
PAA70744192,TC8593-3206,41 Heron Garden,861 Judson Square,Waltham,PA,85971,PAA65424925
PAA77624215,PAA41732787,"Aaron's, Inc.",111 Galindo Mall,West Lafayette,PA,56235,TC1990-6840
PAA31092012,TC0299-5028,Adaptabiz,292 Miller Rapids,Diamond Bar,PA,76979,TC0848-3122
PAA25653273,TC8075-3216,Abercrombie & Fitch,1245 Bannock Loop,Prior Lake,PA,40024,PAA02465048
PAA72549671,TC9911-2324,1383 Calhoun Annex,647 Mariner Path,Green,PA,09602,TC6079-5150
PAA02119705,PAA43191712,936 Navy Crescent,1124 Orsi Annex,Auburn,PA,21618,TC1770-3409
PAA25637415,TC2914-6889,1032 De Boom Pass,343 Francisco Ranch,Hoover,PA,40949,TC5938-9409
PAA21525546,TC8035-4996,327 Windsor Mill Field,663 Auto Stravenue,Rome,PA,86376,TC3737-1335
PAA96194936,PAA48939994,380 Lottie Bennett Boulevard,1297 Tevis Row,Vero Beach,PA,15272,TC7628-9129
PAA12196164,PAA21808145,408 Vine Court,488 Recycle Bayou,Newberg,PA,05123,PAA04758470
PAA60885880,TC0634-3543,307 Norton Mews,657 Detroit Boulevard,Pickerington,PA,58388,TC4773-0730
PAA74833641,TC1593-5903,790 Woodacre Mews,713 Nobles Plaza,Santa Ana,PA,45685,PAA14415420
PAA17022966,TC3718-2908,Wahl Clipper,799 Ogden Center,Westmont,PA,22654,PAA55576010
PAA17646341,TC1527-1096,Lumencraft,214 Dearborn Road,Aventura,PA,67094,TC4088-2198
PAA96936863,PAA85262732,RCA,934 Lloyd Avenue,Glen Cove,PA,32160,TC9489-3871
PAA84107138,TC1259-5531,1305 Avoca Court,115 Newell Glen,Country Club Hills,PA,23060,TC1224-9927
PAA88320546,PAA96684600,Union Oil Company of California,1281 Wentworth Grove,Oro Valley,PA,33208,TC6093-4969
PAA84962302,PAA07659290,1286 Grant Circle,418 Harper Estate,Montrose,PA,30066,TC4735-9848
PAA31818175,PAA21086840,C.H. Robinson Worldwide,506 Belmont Manor,Mesquite,PA,94359,TC8867-1187
PAA80272079,TC2521-4177,1068 Marview Bend,1246 Young Highway,Coon Rapids,PA,39980,PAA25925053
PAA69395900,PAA97106903,Magna Gases,390 Rincon Viaduct,Vicksburg,PA,06066,TC0897-4538
PAA17704001,PAA56585565,653 Rio Manor,824 Bergen Landing,Newburyport,PA,14160,TC8696-2247
PAA27258685,TC5068-4572,AC Lens,1265 Avoca Mews,Englewood,PA,63044,PAA69218806
PAA76973017,PAA59716340,"Dell, Inc.",986 Megan Extension,Muncie,PA,94589,TC1764-7343
PAA82805286,TC6009-6057,1208 Keppler Loop,230 Broadway Drive,Bonita Springs,PA,60625,TC7635-3501
PAA24450772,PAA96722985,389 Anson Pike,27 Ellis Turnpike,Maryville,PA,53217,PAA42361024
PAA41082185,PAA94527632,1124 Heather Field,630 Pinto Junction,Kirksville,PA,83883,PAA70828731
PAA41479545,TC6358-4689,FreeWave Technologies,789 Hunt Trail,Newburgh,PA,53644,PAA54470042
PAA94402011,PAA01032301,798 Pixley Rapids,1179 El Dorado Circle,Keene,PA,11515,PAA89398379
PAA79099999,TC8756-3162,333 Hiliritas Viaduct,173 Randolph Garden,Yuma,PA,86614,TC3308-9884
PAA67350917,TC9662-6112,Ideal Industries,1338 Dunnes Bypass,Northport,PA,43789,PAA96593015
PAA32355464,PAA68626189,Garmin,888 Thorp Boulevard,Marietta,PA,08369,PAA88804083
PAA66410781,TC3914-0494,885 El Polin Boulevard,1264 School Canyon,Worcester,PA,54954,PAA10675240
PAA41224267,PAA90944093,Colt Defense,480 Rodgers Mall,Lauderhill,PA,52515,TC1347-1232
PAA24450123,TC2331-4771,Sears,733 Blanche Expressway,Corona,PA,38992,TC9555-6639
PAA00312561,TC2164-3559,Intelacard,982 Cassandra Turnpike,Grandview,PA,27451,TC1153-7215
PAA98236179,PAA93441786,179 Funston Pine,203 West Point Manor,Castle Rock,PA,29262,PAA18438875
PAA96579726,TC1593-0243,941 Marine Boulevard,718 Dutton Ferry,Kinston,PA,87494,PAA79219647
PAA78119899,PAA93427990,234 Tioga Square,502 Daggett Bayou,Tooele,PA,44023,PAA54017818
PAA07982889,TC3239-0398,Intercontinental Manufacturing Company,327 Drake Pine,Urbana,PA,35271,PAA85287161
PAA53433224,TC6643-1078,Alert Alarm Company,372 Whiting Turnpike,Casper,PA,21162,PAA41147867
PAA92657041,PAA81852441,Kimberly-Clark,372 Sproule Court,Santa Fe,PA,06738,PAA40756334
PAA33122530,PAA77936568,135 Macedonia Landing,1317 Balceta Bypass,El Cajon,PA,06098,TC7032-7282
PAA32597392,PAA56232735,341 Temescal Terrace,1139 Napoleon Canyon,Deerfield,PA,15876,PAA36656614
PAA91772129,TC9088-7187,1168 Gerke Street,410 Lauren Hill,Parkland,PA,29785,PAA56932676
PAA44136018,PAA93166812,529 Navajo Avenue,599 Carl Crescent,Yonkers,PA,69374,TC8324-1711
PAA92960259,PAA83850763,Stratabiz,1161 Baden Garden,Kirkwood,PA,25030,PAA69267479
PAA11826413,PAA52926611,1146 Grove Park,742 Kamille Boulevard,North Platte,PA,84365,TC8842-8524
PAA15719427,TC1025-2023,731 Dewey Square,921 Hansen Drive,Inkster,PA,40367,TC5132-0528
PAA13698987,PAA68221653,328 Randolph Station,36 Clyde Junction,Boise City,PA,34043,TC9174-2266
PAA97819724,TC9927-6142,1337 Prescott Place,1047 Keppler Turnpike,Cape Coral,PA,70340,TC3367-0332
PAA40772996,TC4081-5603,1336 Santa Ynez Ranch,996 Winn Landing,Pittsburgh,PA,67802,PAA89466625
PAA97193387,TC3175-4301,330 Guerrero Stravenue,138 Decatur Square,Ocala,PA,06460,TC9281-5364
PAA63708044,PAA28681264,407 Tevis Road,1312 Belcher Bayou,Muskego,PA,37194,TC8677-8298
PAA81482556,TC9331-4772,111 Hawthorne Canyon,952 Pelican Cove Place,Homestead,PA,48053,TC5277-5005
PAA75516326,TC6679-8616,449 Candlewood Boulevard,831 Mesa Walk,Laguna Niguel,PA,37708,PAA67486601
PAA38225616,TC3551-8434,1374 Emerald Cove Park,255 Mississippi Annex,Round Lake Beach,PA,43874,PAA24836639
PAA62992321,PAA21357055,23 Jarboe Street,1130 Rome Stravenue,Romulus,PA,09675,TC8777-9531
PAA06802337,PAA91026195,1350 Joy Field,1119 Touchard Rapids,Englewood,PA,67335,PAA54538579
PAA22342011,TC3317-2562,Macroserve,62 Melrose Lake,Indio,PA,14034,PAA63173292
PAA68610165,PAA51169818,98 Boyd Circle,1112 Edgewood Manor,Donna,PA,65647,TC8901-5576
PAA60058388,TC4601-4571,1248 Melba Crossing,658 Tiffany Garden,Linden,PA,81712,PAA12975310
PAA91838517,TC1014-7011,Zaxby's,1302 Nido Lodge,Daly City,PA,42365,PAA07453029
PAA62455804,PAA81500384,476 Capitol Trail,1355 Bengal Crossing,Gaithersburg,PA,57607,TC7456-9356
PAA41673812,PAA49958247,Bemis Manufacturing Company,562 Hattie Pass,Grand Prairie,PA,16119,TC3925-6001
PAA29107596,TC4393-3672,1 Baker Stravenue,1022 Mckinnon Boulevard,Corona,PA,50344,TC1446-6588
PAA97595706,PAA14714691,Edge Garden Services,156 Henry Crossing,Bartow,PA,24123,PAA07624977
PAA36638670,PAA89634291,50 West View Turnpike,813 Arnold Hills,Corinth,PA,43034,PAA42487995
PAA44919150,TC4313-2100,314 Germania Crescent,162 Finley Road,Orlando,PA,50689,PAA77061028
PAA60545247,TC5222-4434,Body Toning,698 Sharp Crossing,Gallatin,PA,41783,PAA68888331
PAA39508370,TC8575-7847,510 Horne Lake,45 Quintara Mews,Romulus,PA,90357,PAA14344900
PAA14574872,TC8301-0994,584 Carmel Bypass,1279 Madison Boulevard,Tucson,PA,23838,PAA43544141
PAA82986927,TC8134-7604,970 Sunrise Cove,291 Columbia Square Pass,Hattiesburg,PA,37622,PAA94123780
PAA40353229,PAA09668620,1023 Parker Mews,579 Lurmont Bridge,Talladega,PA,69455,PAA58496584
PAA64798459,TC6725-2302,1352 Dalewood Street,549 Fair Row,Rogers,PA,91926,PAA08521054
PAA66603344,TC9168-2619,741 Zeno Crossing,1141 Verdun Highway,Lakeville,PA,63855,TC5628-1662
PAA30953927,PAA22764123,516 Morgan Alley,1124 Hawthorne Arcade,Santa Monica,PA,64367,TC9820-6311
PAA95637656,TC6630-2782,"DivX, Inc.",905 Converse Crossing,Hinesville,PA,22584,PAA08370746
PAA73131526,PAA79587260,Baxter International,1123 Dunsmuir Park,Hollywood,PA,17016,PAA35033220
PAA32599661,PAA98270339,Pier 1 Imports,209 Sturgeon Place,Haines City,PA,48096,PAA53332441
PAA33362756,TC0444-1919,Nike,240 Latona Pike,Madisonville,PA,64883,TC4468-5413
PAA58644701,PAA54572914,537 Revere Estate,626 Sandpiper Cove Court,Greensboro,PA,91603,PAA31359199
PAA86792894,PAA52404177,1189 Pratt Glen,1310 Avenue N Trail,La Vista,PA,52641,TC4653-0488
PAA75981746,TC0719-4716,1239 Baldwin Pike,271 Hollis Crossing,Port Hueneme,PA,07607,TC4862-3097
PAA85726065,PAA66556730,Albemarle Corporation,707 Cervantes Green,Auburn Hills,PA,63287,TC4133-7976
PAA46662468,TC5714-5966,282 Marston Crossing,513 Lauren Crescent,Mountlake Terrace,PA,52715,PAA50034545
PAA33903238,TC2411-1788,534 Loma Vista Run,337 Napoleon Glen,San Ramon,PA,66473,TC7594-5925
PAA29729922,TC0672-2694,Houlihan's,936 Dorman Creek,South Portland,PA,35680,TC5394-8390
PAA60899594,PAA44888520,BearingPoint,706 Dashiell Hammett Mall,Dolton,PA,59828,PAA36380261
PAA07732877,TC8380-4899,891 Lowell Grove,747 Fontinella Pine,Topeka,PA,18147,TC9213-8290
PAA03684776,TC7174-6835,Maxaprofit,558 Polaris Heights,Auburn Hills,PA,53067,PAA72512895
PAA30119573,TC7571-2769,322 India Lodge,338 Alta Vista Heights,Provo,PA,23413,TC6069-1620
PAA22061780,PAA02099465,Friendly Interior Design,60 Case Mall,Rancho Cucamonga,PA,98258,PAA43927582
PAA40065452,TC1709-1800,Applied Materials,647 Austin Bridge,Beverly Hills,PA,42467,TC3310-9958
PAA33979415,PAA59781449,Renys,887 Edith Lake,Zanesville,PA,89011,PAA35679887
PAA97717229,PAA33275660,407 Grenard Parkway,1150 Appleton Run,Spokane Valley,PA,91525,PAA02456980
PAA49079960,TC2334-7524,29 Innes Pike,839 China Basin Freeway,Morganton,PA,67314,TC8198-5720
PAA68678026,PAA04192091,1235 Romain Mews,1192 Meacham Expressway,University City,PA,96643,PAA60589967
PAA80736908,TC0741-0833,352 Kingston Route,489 Key Court,North Plainfield,PA,16575,TC6071-9024
PAA11897113,PAA53689925,1383 Post Bayou,401 Vienna Bend,Holland,PA,77585,PAA37894052
PAA47124058,PAA76112516,The Serendipity Dip,920 Clara Turnpike,Anniston,PA,22325,TC2751-6850
PAA27849312,TC0837-8946,Dereon,1070 Tacoma Bridge,Toledo,PA,29284,TC4765-4689
PAA71265138,PAA86638604,BlackRock,169 Saint Francis Bridge,Nogales,PA,44993,PAA57575385
PAA89649675,TC4551-2009,413 Castillo Arcade,166 Sumner Pike,Seymour,PA,23640,PAA68718081
PAA28061218,PAA22817140,857 Watchman Mall,1351 Gabilan Station,Wheaton,PA,19682,TC9290-2232
PAA60322830,PAA13698461,969 China Basin Mall,815 Carr Expressway,Lake Zurich,PA,06963,PAA69194881
PAA26429268,TC9267-7955,943 Signal Bend,1388 Bowdoin Row,Lewisville,PA,83677,PAA52991119
PAA36564231,TC2285-1430,1041 Arelious Walker Pine,1345 Gold Garden,Myrtle Beach,PA,92633,TC9356-3719
PAA90814438,TC8243-0462,Applied Biosystems,260 Silverview Expressway,Asheville,PA,15976,PAA01883451
PAA70271357,TC7653-1361,Agilent Technologies,238 Wall Road,Anderson,PA,22400,PAA80223326
PAA46453110,TC3172-7070,879 Kelloch Park,281 Pomona Landing,Peoria,PA,93323,PAA58222564
PAA30978794,TC5070-6664,Solid Future,826 Olympia Place,Rexburg,PA,46107,PAA97080642
PAA67050461,TC3133-5058,1172 Dow Extension,412 Fredson Bridge,Munster,PA,47167,PAA35061867
PAA63008379,PAA49277495,Macroserve,949 Jean Canyon,Lakewood,PA,47281,PAA94710059
PAA15899820,PAA98946469,Atlas Realty,1003 Whitecliff Point,Lansing,PA,37298,PAA59785301
PAA44162193,PAA18313550,Buena Vista Realty Service,1392 Galvez Annex,Bismarck,PA,88649,PAA97543719
PAA61633014,PAA83725296,1134 Farragut Pike,104 Market Expressway,Sebastian,PA,37327,PAA02731083
PAA51589343,PAA99343402,229 Ripley Motorway,444 Staples Avenue,Arnold,PA,32163,PAA77769105
PAA70988856,PAA38465723,688 Columbia Square Loop,340 Sloat Lodge,Eagle,PA,28194,PAA07126898
PAA71055884,TC5866-7738,Network Air,737 Ellis Mall,Stow,PA,38996,PAA51873250
PAA57478284,TC8331-3519,Laserfiche,106 Oak Access Gardens,Adelanto,PA,22207,PAA97613467
PAA23770228,TC6705-7253,The Fox and Hound,1351 Moscow Turnpike,Shaker Heights,PA,95786,TC2469-8380
PAA69193569,TC9124-7660,716 Baker Highway,1045 Cowell Parkway,South Milwaukee,PA,90227,PAA56460412
PAA13150115,TC4168-1468,1154 Melra Ranch,1336 View Canyon,Cottage Grove,PA,86937,TC7837-7253
PAA29401440,TC7224-2089,Becton Dickinson,1298 Congdon Road,San Luis Obispo,PA,78160,PAA97718673
PAA98866677,PAA09449525,624 Amherst Creek,1013 Seawell Cove,Galveston,PA,85050,PAA51520692
PAA43387352,PAA77573509,Pluto Marine,1114 Loma Vista Estate,Butte-Silver Bow,PA,84491,TC2813-7401
PAA59028318,TC6232-7594,MTX Audio,708 Temple Crossing,Belleville,PA,59669,TC3689-6578
PAA31576639,PAA21101746,455 Caine Alley,253 Monument Boulevard,Euclid,PA,25004,PAA75393914
PAA78445591,TC5102-2834,Autodesk,1241 Holyoke Glen,Paramount,PA,55374,TC6331-0640
PAA86270771,PAA94190937,264 Mckinley Crescent,344 Stillman Stravenue,Taunton,PA,88535,TC9168-7220
PAA30530366,PAA35319724,Rainbow Life,1232 Carl Loop,Goodlettsville,PA,64783,TC4428-4773
PAA86050090,TC6187-3501,The Fox and Hound,712 Worth Heights,Arlington,PA,02972,PAA11226815
PAA44947445,TC4632-6064,1134 Oreilly Plaza,995 Girard Drive,Owatonna,PA,39284,PAA49286880
PAA86716395,TC6713-4342,281 Lettuce Alley,182 Campus Rapids,Cleburne,PA,26873,PAA27395029
PAA36288423,TC8036-5605,443 Columbia Square Trail,562 Sternberg Rapids,Garden Grove,PA,09085,TC1579-4269
PAA78319873,TC1946-8607,Aleris International,778 Danton Parkway,Port Angeles,PA,43089,PAA72827952
PAA29982462,PAA26896451,Bose Corporation,876 Castle Route,Sycamore,PA,52848,TC1648-0470
PAA53879812,PAA39718098,330 Westbrook Boulevard,1015 Hillview Grove,Lincoln,PA,76228,TC1607-8647
PAA63554046,PAA40511634,Advanced Micro Devices,1100 Mono Hill,St. George,PA,31804,PAA45801924
PAA74764163,PAA24675076,507 North Point Highway,361 Stanyan Green,Queen Creek,PA,45493,PAA10782748
PAA31745524,PAA46075787,Deere & Company,232 Bay Hills,Paducah,PA,19038,PAA61369422
PAA74573260,TC6813-3597,880 Campus Row,880 Wyman Trail,Laramie,PA,61910,PAA12907188
PAA70816288,TC4585-8272,315 Wills Pass,422 Walter Crossing,Piqua,PA,37654,PAA70893863
PAA15494693,PAA57932288,284 Caselli Avenue,821 Dove Arcade,Twinsburg,PA,97619,PAA10168775
PAA57202618,TC8264-2546,Profitpros,773 Windsor Mill Row,Pleasantville,PA,07027,PAA95972283
PAA97678984,TC4711-4832,1316 Newburg Hills,714 Knott Station,Mankato,PA,36319,PAA25088338
PAA31312928,PAA89488747,825 San Buenaventura Bridge,584 Varney Street,Iowa City,PA,75119,PAA96488586
PAA85189940,PAA98880933,Personal & Corporate Design,310 Kittredge Pass,Elkhart,PA,62547,TC4407-8453
PAA45562736,PAA96632065,Strength Gurus,1194 Hunters Point Shore,Euless,PA,84991,TC2975-2606
PAA87610302,PAA86071186,1389 Church Stravenue,1144 Battery Chamberlin Cove,Kinston,PA,68651,PAA93949566
PAA72503948,TC8583-5618,1379 Bret Harte Mews,730 Bruce Pine,Thomasville,PA,66973,PAA93945953
PAA50000471,PAA43464290,Comcast,76 Trader Vic Motorway,Ceres,PA,63413,PAA53016292
PAA75529998,PAA25524985,742 Dutton Pike,467 Beatrice Hill,Paragould,PA,12426,TC0978-7970
PAA63981437,PAA45138729,United Services Automobile Association,2 Galindo Lodge,Surprise,PA,06361,TC1120-0892
PAA62318520,TC0230-3499,Lucasfilm,72 Windsor Road,Barstow,PA,75157,PAA67699282
PAA21831678,PAA24984910,25 The Block Stravenue,377 Dwight Avenue,West Fargo,PA,62715,TC8916-2430
PAA16738312,TC7922-3972,787 John Muir Point,1341 Market Manor,Laguna Woods,PA,39780,PAA24839375
PAA00244507,TC1092-0598,862 Lamson Hill,70 Alert Gardens,New London,PA,56487,PAA33117100
PAA69759796,PAA58177591,1247 Mountain Spring Mews,323 Birchwood Garden,Maple Valley,PA,52864,TC4072-1271
PAA21813320,PAA10072211,"Sun Microsystems, Inc.",1101 Montclair Trace,Gainesville,PA,02414,PAA91834487
PAA70863645,TC1309-5756,597 Highland Spur,195 Conservatory Access Park,Port Hueneme,PA,83494,TC6390-1090
PAA76693636,TC2319-5692,1399 Pino Circle,1108 Tioga Place,Georgetown,PA,29229,PAA25558400
PAA70566619,PAA23110997,736 Al Scoma Park,78 Bertita Creek,Warren,PA,21123,PAA36859352
PAA79237485,PAA88083353,598 Greenough Heights,134 Cesar Chavez Loop,Elizabeth,PA,15412,PAA78875678
PAA50428808,TC2860-4524,Netaid,826 Farnsworth Walk,Brea,PA,44168,PAA78915021
PAA93537946,PAA74246635,420 Harkness Garden,83 Toland Freeway,Henderson,PA,16439,PAA67446015
PAA91918975,PAA52178058,Pro Yard Services,253 Burlwood Lake,Benbrook,PA,21549,TC7132-2687
PAA35745297,TC3017-6171,Dun Rite Lawn Maintenance,149 Converse Hills,Ithaca,PA,53270,PAA96636216
PAA92220772,PAA41444498,706 Francisco Grove,433 Banbury Crossing,Saginaw,PA,81139,TC8132-3729
PAA76094223,TC2091-5633,Pro-Care Garden Maintenance,870 Paper Shore,Woonsocket,PA,94396,PAA90520746
PAA84074476,TC7367-3552,Calpine,714 Camp Court,Mundelein,PA,69349,PAA99428083
PAA79271271,TC5394-7144,1100 Melba Green,1393 Brant Gardens,Stow,PA,45934,PAA60861577
PAA78583976,TC6890-1513,Creative Wealth Management,593 Wills Lake,Mequon,PA,28144,TC2060-4766
PAA49469006,PAA94332605,667 Revello Mews,1024 Chilton Estate,Oak Park,PA,51825,TC9815-4028
PAA45895074,PAA07456414,Sunny Delight Beverages,539 Knollview Lake,Philadelphia,PA,40179,PAA74219939
PAA10864879,TC1245-0585,68 Rosie Lee Garden,851 Bowling Green Circle,Woburn,PA,43039,TC1368-9022
PAA56553493,PAA62710340,1017 Church Parking Lot Glen,1110 Loma Vista Bend,Pittsburgh,PA,97974,PAA03342681
PAA91451925,TC4028-1722,Archer Daniels Midland,699 Cottage Pine,Tulare,PA,55365,PAA83622280
PAA67116909,TC3152-5623,United Services Automobile Association,468 Ruckman Turnpike,Rocklin,PA,25153,TC8909-3526
PAA50896442,TC1353-2698,226 Fillmore Square,1039 Prescott Avenue,Woodridge,PA,36651,PAA78141832
PAA27829564,PAA50506678,PC Power and Cooling,1311 Kimball Manor,San Benito,PA,09064,TC1401-8994
PAA32939693,TC6400-4548,857 Rausch Trace,353 Lone Mountain Trail,Fridley,PA,57978,TC1373-1433
PAA04380949,PAA70362828,161 Argent Crescent,528 Verdi Manor,Waterloo,PA,24888,PAA32175390
PAA28917245,TC7750-4128,Express Merchant Service,431 Museum Creek,Muskogee,PA,42133,TC7589-8386
PAA70910559,PAA79515021,1380 Cora Grove,1271 Kenny Glen,Watsonville,PA,23237,TC2512-6129
PAA52026553,TC4098-6486,794 Henry Adams Pine,1137 Glover Station,Redlands,PA,44881,TC7487-1373
PAA45439208,PAA58073367,A Plus Lawn Care,613 Richard Henry Dana Creek,West Allis,PA,44544,PAA17674476
PAA25879746,PAA72312329,Berkshire Hathaway,295 Isola Freeway,Camarillo,PA,03761,TC0947-7860
PAA17912402,TC2739-2703,1055 Pratt Green,954 Camp Manor,Nacogdoches,PA,17631,TC1727-4750
PAA14610714,PAA80418649,77 Freeman Route,532 Vesta Spur,West Lafayette,PA,21416,PAA15897674
PAA40486624,PAA78489864,915 Raymond Bayou,433 Encline Rapids,Moore,PA,46887,TC8193-6012
