lihtc_project_id,normalized_state_id,latitude,longitude,census_tract,census_tract_2000,county_fips_code,municipality_fips,hud_property_name,property_street_address,city,state,zip_code,units,assisted_units,count_0br,count_1br,count_2br,count_3br,count_4br,federal_id,state_id,lihtc_credit,lihtc_construction_type,lihtc_year_allocated,lihtc_year_in_service,lihtc_amount,fmha_514_loan,fmha_515_loan,fmha_538_loan,scattered_site_ind,geom,geom_webmercator
PAA35685433,TC3408-0247,40.66678785013557,-79.96971139639894,42090968402,42071335464,42008,4290989,Mikro Designs,1249 Ellington Street,Ridgecrest,PA,38266,630,204,351,166,47,90,46,PAA36428050,PAA21345269,Both,New construction,2021,1980,50382,True,True,,N,POINT (4527006.115675176 -15519323.228598105),POINT (4527006.115675176 -15519323.228598105)
PAA53360860,PAA09634631,40.41643874656388,-80.28024172231383,42018673111,42067638113,42004,9342722,Edge Garden Services,793 Kalmanovitz Stravenue,Aventura,PA,11873,453,81,162,39,32,60,50,PAA75617987,TC7937-6919,30 percent present value,Acquisition and Rehab,1990,2008,55934,True,False,,Y,POINT (4499137.380945022 -15720903.304196125),POINT (4499137.380945022 -15720903.304196125)
PAA50014940,PAA57303460,40.424800790374,-79.97321443166658,42004477183,42068323334,42007,2949163,Clear Channel Communications,474 El Polin Expressway,St. Joseph,PA,81879,183,53,183,178,87,57,57,PAA62810938,PAA66575622,None,Acquisition and Rehab,1983,1994,40146,True,False,True,Y,POINT (4500068.239403957 -15521562.571178928),POINT (4500068.239403957 -15521562.571178928)
PAA16621810,TC2052-1718,40.58453631601856,-79.86777247763429,42020015695,42006050998,42005,2109271,Quality Event Planner,1233 Trader Vic Annex,Homer Glen,PA,28541,18,301,246,105,73,49,46,PAA54207581,TC4520-9518,30 percent present value,Acquisition and Rehab,2020,2021,None,False,False,,N,POINT (4517849.916780304 -15454494.72367368),POINT (4517849.916780304 -15454494.72367368)
PAA10184066,TC0309-3710,40.35295992611783,-80.13883653575128,42071811374,42068547264,42006,1882510,Qpass,698 Rosemary Bayou,Macon,PA,48379,269,518,126,200,6,74,52,PAA45427531,PAA36889481,None,New construction,1992,2022,None,True,True,True,N,POINT (4492070.950976811 -15628331.424752768),POINT (4492070.950976811 -15628331.424752768)
PAA77312092,TC7516-5273,40.45667203283224,-80.31541412742368,42026767574,42043288397,42006,4112850,142 York Bridge,258 Jessie East Lane,Santa Fe,PA,30765,111,66,82,170,27,25,24,PAA46025772,TC8729-8591,None,New construction,2011,1987,57040,False,False,True,Y,POINT (4503616.129885357 -15744136.28386665),POINT (4503616.129885357 -15744136.28386665)
PAA13500349,PAA01482202,40.40979853644221,-80.21922446232561,42097672256,42002326033,42004,8620812,1035 Garfield Park,364 Helen Highway,De Pere,PA,37213,493,331,154,169,98,28,56,PAA89754240,PAA42709706,None,New construction,2010,1983,12655,True,,True,Y,POINT (4498398.196135518 -15680795.43214186),POINT (4498398.196135518 -15680795.43214186)
PAA04864135,PAA44769954,40.42009161184028,-79.9512336105004,42033982619,42044923343,42003,7780719,Sexy Babe,535 Elmwood Landing,Lubbock,PA,40293,90,406,140,154,31,59,44,PAA01879866,TC7541-9372,Both,Acquisition and Rehab,1999,2022,85724,True,,False,Y,POINT (4499544.016047528 -15507523.955282882),POINT (4499544.016047528 -15507523.955282882)
PAA29007654,PAA69201673,40.38220771270361,-80.0915374121823,42029379717,42061403277,42000,9018074,435 Appleton Path,786 Battery Wagner Bend,Port Hueneme,PA,91972,693,8,32,79,90,16,63,PAA24031634,PAA87550811,Both,New construction,2018,2002,None,,False,True,Y,POINT (4495326.79968637 -15597659.86682023),POINT (4495326.79968637 -15597659.86682023)
PAA74063929,PAA87176212,40.57204987635113,-80.05588762909082,42055938042,42006697563,42009,4257158,832 Divisadero Square,491 Gateview 3 Run,Park Forest,PA,83957,58,209,19,195,71,37,20,PAA79464726,TC2905-4401,None,Acquisition and Rehab,2015,2008,20279,False,False,,Y,POINT (4516459.932674706 -15574638.079517333),POINT (4516459.932674706 -15574638.079517333)
PAA90456845,TC8983-4083,40.56215851513107,-80.16450744894867,42051414949,42007100067,42000,5540114,El Paso Corp.,910 Charter Oak Landing,Brookings,PA,33427,52,417,214,187,29,94,60,PAA38592929,TC8881-5747,30 percent present value,Acquisition and Rehab,2016,2004,None,False,True,,Y,POINT (4515358.831380436 -15645039.003977822),POINT (4515358.831380436 -15645039.003977822)
PAA61077657,TC4404-5647,40.635119660085174,-79.6902320389254,42030017841,42002222622,42008,7523606,Integra Investment Service,809 Stanley Bridge,Denton,PA,39976,447,73,80,116,79,56,21,PAA09958745,TC8108-6960,None,New construction,2009,1993,47464,True,True,False,Y,POINT (4523480.828884421 -15343112.835030863),POINT (4523480.828884421 -15343112.835030863)
PAA12043627,TC4284-7482,40.53320263573415,-79.7251019473744,42041159040,42006296588,42007,0370213,1031 Austin Stravenue,659 Somerset Walk,Nicholasville,PA,79470,629,173,374,111,56,5,5,PAA25971309,TC1305-5313,70 percent present value,New construction,2022,2016,None,,,False,Y,POINT (4512135.4776305 -15364838.318178095),POINT (4512135.4776305 -15364838.318178095)
PAA31483341,TC6048-9656,40.49142520528798,-80.06523870661542,42026296264,42008703322,42007,9560255,1320 Avenue C Boulevard,1005 Corbett Heights,Holyoke,PA,67282,180,309,187,191,8,30,5,PAA65884845,PAA08751936,30 percent present value,New construction,2018,2023,None,,,False,Y,POINT (4507484.835346581 -15580668.869605035),POINT (4507484.835346581 -15580668.869605035)
PAA84865693,PAA35725096,40.430573413379655,-79.91818559758951,42028103001,42093955285,42007,0076307,199 Elk Ranch,1080 Edith Landing,Owatonna,PA,59743,372,244,140,71,32,18,16,PAA87509033,PAA60449882,None,New construction,1980,2008,52582,True,,True,N,POINT (4500710.844857488 -15486474.088269396),POINT (4500710.844857488 -15486474.088269396)
PAA87284910,TC1073-7349,40.449393373639175,-79.71530522894118,42094074078,42003826637,42001,2468229,926 Collingwood Bridge,187 Cuba Extension,Bismarck,PA,56619,23,291,382,150,32,53,40,PAA59368421,TC1883-8292,70 percent present value,Acquisition and Rehab,1980,2011,10577,True,False,False,Y,POINT (4502805.873250327 -15358727.174439223),POINT (4502805.873250327 -15358727.174439223)
PAA44924618,TC6464-8315,40.44207401342344,-80.29804602434973,42014020055,42040137542,42003,9146790,652 Rice Turnpike,1099 Greenspring Heights,Lenexa,PA,67953,646,500,21,8,22,15,39,PAA92759323,TC1505-2692,70 percent present value,Acquisition and Rehab,2005,1986,59207,True,True,,N,POINT (4501991.08579818 -15732653.432907725),POINT (4501991.08579818 -15732653.432907725)
PAA61655183,TC0477-1892,40.54857501452568,-79.98596008239075,42096320992,42039027543,42008,4843624,Matrix Design,403 Paradise Turnpike,Covina,PA,36773,520,457,34,45,24,13,29,PAA37637966,TC7047-1706,70 percent present value,Acquisition and Rehab,2020,1986,16108,,False,,N,POINT (4513846.723009855 -15529716.867155911),POINT (4513846.723009855 -15529716.867155911)
PAA45955662,PAA68716226,40.36056347789411,-79.98791136417034,42019635871,42096836258,42000,9813036,177 Harry Point,1289 Rawles Manor,Sugar Hill,PA,63838,447,124,41,137,82,41,3,PAA07738805,TC2634-4524,Both,Acquisition and Rehab,2016,2011,24998,True,,True,N,POINT (4492917.374488767 -15530966.14703209),POINT (4492917.374488767 -15530966.14703209)
PAA85999532,PAA75991673,40.59357738769916,-79.99544993784122,42096014229,42004331550,42000,5039829,66 Standish Loop,706 San Jacinto Canyon,Malden,PA,19282,641,342,399,162,41,79,19,PAA42208789,TC7741-9526,Both,Acquisition and Rehab,2012,2001,88249,,True,,Y,POINT (4518856.364276015 -15535794.874648424),POINT (4518856.364276015 -15535794.874648424)
PAA80928194,TC2985-9016,40.63456776312546,-80.02948069770576,42074497393,42098061188,42000,9907148,327 San Lorenzo Court,268 Leese Manor,Sahuarita,PA,94187,353,487,216,88,96,34,61,PAA83045377,PAA11356758,None,New construction,1987,1990,8484,False,True,False,N,POINT (4523419.391995896 -15557637.721484795),POINT (4523419.391995896 -15557637.721484795)
PAA08644011,PAA68919622,40.22331921006085,-79.92274417828847,42044975242,42003666889,42000,5387403,543 Ingerson Canyon,418 Carmelita Boulevard,New Brunswick,PA,16446,224,482,144,124,38,55,4,PAA68137526,PAA24626170,30 percent present value,New construction,2005,1999,53066,,True,False,Y,POINT (4477639.412479273 -15489373.603663316),POINT (4477639.412479273 -15489373.603663316)
PAA31128256,TC9701-1547,40.34981286255458,-79.86914475534834,42051204532,42003717070,42006,0701265,Dun & Bradstreet,315 Fourth Crossing,Chesapeake,PA,38131,584,314,361,72,82,79,22,PAA38601812,PAA60361597,None,New construction,2006,1989,None,True,True,False,N,POINT (4491720.621463456 -15455363.135998372),POINT (4491720.621463456 -15455363.135998372)
PAA56981198,PAA71827905,40.3555707060176,-79.80027720809144,42058647788,42096527568,42000,0961584,1014 Mary Plaza,1198 Leavenworth Court,Glendale,PA,90384,385,307,197,87,89,3,58,PAA66872083,TC0748-7733,30 percent present value,New construction,1999,2001,8424,False,False,,Y,POINT (4492361.581665827 -15411925.001885453),POINT (4492361.581665827 -15411925.001885453)
PAA48667613,PAA70683282,40.43841504915097,-80.20192895237676,42084450372,42059148236,42003,1153250,Infinite Wealth Planners,906 Tubbs Road,Tupelo,PA,04440,459,326,7,128,90,22,1,PAA45930681,TC5162-7647,None,Acquisition and Rehab,2016,2000,None,,False,False,Y,POINT (4501583.771758537 -15669471.812010236),POINT (4501583.771758537 -15669471.812010236)
PAA13157278,TC1137-6973,40.478775074058035,-79.7706237700028,42008073454,42058942569,42008,5621313,311 Berry Extension Garden,1210 Annapolis Avenue,Seguin,PA,63871,616,68,338,150,100,95,56,PAA45562077,PAA89552292,70 percent present value,New construction,2000,2022,None,False,True,False,N,POINT (4506076.629179595 -15393310.43455405),POINT (4506076.629179595 -15393310.43455405)
PAA45585376,TC8224-9686,40.387424288862306,-80.03902241311357,42015181750,42034003234,42009,9247427,BMC Software,222 Caire Garden,Enterprise,PA,01169,302,597,395,149,31,7,27,PAA57306264,PAA21516943,Both,Acquisition and Rehab,1984,2023,None,False,False,,N,POINT (4495907.506288041 -15563775.376072185),POINT (4495907.506288041 -15563775.376072185)
PAA07137812,TC7630-8611,40.40463411755232,-80.16601807694417,42040950546,42040772610,42001,0645283,American Express,857 Webster Field,Hercules,PA,73710,532,327,44,18,5,70,14,PAA68767054,PAA19664505,30 percent present value,New construction,1995,1984,78183,True,False,True,Y,POINT (4497823.295654452 -15646023.5212277),POINT (4497823.295654452 -15646023.5212277)
PAA81919550,TC6781-9069,40.6489164768629,-79.71136873730224,42012004026,42044965531,42003,3757738,788 Linda Vista Motorway,1364 Portal Crescent,Lorain,PA,13443,655,219,279,90,14,68,26,PAA25190939,PAA17951013,70 percent present value,Acquisition and Rehab,2016,2006,36697,True,False,,Y,POINT (4525016.683502686 -15356273.232405378),POINT (4525016.683502686 -15356273.232405378)
PAA64279253,PAA39682026,40.26877180614309,-79.83347262289517,42048584099,42016456205,42008,1834461,Environ Architectural Design,931 Avon Heights,Union City,PA,84504,687,448,331,7,4,22,74,PAA20309738,TC3978-3144,None,New construction,2010,1989,None,,True,True,Y,POINT (4482699.17233038 -15432826.626698801),POINT (4482699.17233038 -15432826.626698801)
PAA55797947,TC1334-7626,40.40718484145872,-80.11864885916681,42070962691,42059449799,42006,6355702,Science Applications International Corporation,835 Craig Turnpike,Battle Creek,PA,92170,209,482,200,108,69,90,2,PAA67040644,PAA90933650,70 percent present value,Acquisition and Rehab,1985,2000,None,,True,,Y,POINT (4498107.240940868 -15615222.759384198),POINT (4498107.240940868 -15615222.759384198)
PAA49274192,TC4744-2696,40.26800146433436,-79.89938873550534,42015471035,42088849534,42006,4777042,Applied Materials,748 Banbury Ferry,Hemet,PA,99723,678,135,60,29,10,3,38,PAA69733006,TC1998-4451,None,New construction,1980,2011,36239,False,True,,N,POINT (4482613.418272495 -15474531.90905165),POINT (4482613.418272495 -15474531.90905165)
PAA90773014,TC8276-6908,40.48716477442165,-80.22589740673553,42043688893,42065954382,42007,2880554,Infinite Wealth,257 Clay Point,Mineral Wells,PA,11291,189,209,167,24,67,9,44,PAA80713958,TC5507-4276,70 percent present value,New construction,1999,1982,None,,True,False,N,POINT (4507010.566351981 -15685169.607008757),POINT (4507010.566351981 -15685169.607008757)
PAA88543179,PAA50328378,40.47752982081728,-80.21355453296768,42023926983,42075313956,42009,3123080,American Greetings,122 Taylor Trace,Franklin Park,PA,09851,148,302,120,74,13,37,63,PAA42038823,PAA21743694,30 percent present value,Acquisition and Rehab,2005,1994,None,True,,True,N,POINT (4505938.0082229255 -15677081.064325025),POINT (4505938.0082229255 -15677081.064325025)
PAA41291601,PAA62930624,40.4728583025439,-80.32432393752946,42046161409,42029071988,42001,8122791,974 Mendell Mews,1055 Vicente Lodge,Sachse,PA,10238,527,361,372,62,83,31,20,PAA99383313,PAA47534180,None,New construction,2023,1996,None,False,,False,Y,POINT (4505417.977187501 -15750034.88667415),POINT (4505417.977187501 -15750034.88667415)
PAA96726231,TC6052-9440,40.397276690988015,-79.87109363334882,42094636345,42066970947,42004,5702110,433 Chestnut Green,1009 Foerster Bypass,Palmdale,PA,08727,632,468,138,123,15,71,73,PAA92865070,PAA13890491,30 percent present value,New construction,2009,2012,69499,False,True,True,Y,POINT (4497004.270675765 -15456596.635748798),POINT (4497004.270675765 -15456596.635748798)
PAA44426765,PAA85927466,40.602775995237224,-79.775761519288,42000316453,42099090194,42005,9230773,276 Parkridge Hills,424 Globe Run,Boulder,PA,93047,538,362,159,133,85,89,39,PAA64436154,PAA89702176,Both,Acquisition and Rehab,2007,1993,62903,False,False,False,Y,POINT (4519880.348583159 -15396531.76431379),POINT (4519880.348583159 -15396531.76431379)
PAA59155582,PAA60019842,40.40023056669958,-79.81892335227512,42048867199,42097514441,42008,7720101,Atari,1070 Greenview Avenue,Gretna,PA,48242,12,39,357,108,47,24,74,PAA25015063,PAA17317413,Both,New construction,2010,1987,None,True,True,False,N,POINT (4497333.094615843 -15423657.320745235),POINT (4497333.094615843 -15423657.320745235)
PAA28203251,PAA42299249,40.592425825995164,-80.19440945739584,42056785740,42035901337,42005,6894357,Symantec,1103 Anderson Field,Santa Fe Springs,PA,31455,293,285,37,104,31,81,41,PAA45621347,PAA22365349,70 percent present value,New construction,2000,1990,None,,True,True,Y,POINT (4518728.173013509 -15664554.862151293),POINT (4518728.173013509 -15664554.862151293)
PAA31254959,TC1067-1060,40.59260211307957,-80.03483640882583,42035865481,42048874034,42009,3138582,Coventry Health Care,944 Thornton Highway,Leavenworth,PA,07052,109,27,282,22,6,91,46,PAA53116753,TC5001-9186,None,New construction,1983,1983,53575,False,,False,Y,POINT (4518747.797201979 -15561082.036196835),POINT (4518747.797201979 -15561082.036196835)
PAA89545023,TC0514-0863,40.53202173496795,-80.2808053914314,42012014594,42093450245,42002,3025293,Acuserv,1243 Martin Luther King Jr Garden,New Philadelphia,PA,81652,31,395,196,182,32,43,73,PAA47615097,PAA93941680,Both,New construction,1990,2019,31000,,True,False,N,POINT (4512004.020358529 -15721274.9764485),POINT (4512004.020358529 -15721274.9764485)
PAA63902821,PAA72222518,40.340757586519466,-80.04201729686622,42038317650,42016124436,42008,8220629,Bank of New York Mellon,705 Owens Grove,Horn Lake,PA,80695,408,263,219,78,53,53,48,PAA68659407,TC6097-8489,70 percent present value,Acquisition and Rehab,1980,2007,None,,False,False,Y,POINT (4490712.5927462345 -15565703.01822898),POINT (4490712.5927462345 -15565703.01822898)
PAA61842316,PAA33368188,40.21810756150809,-79.95331820769059,42062400149,42084376508,42007,0247037,255 Stanford Heights Field,863 Old Harford Square,Tallahassee,PA,45289,483,340,146,113,33,7,45,PAA94638906,PAA05236731,Both,Acquisition and Rehab,2013,2020,None,,True,,N,POINT (4477059.254416186 -15508854.031624041),POINT (4477059.254416186 -15508854.031624041)
PAA35842244,TC6367-3226,40.49757082999987,-80.16909844568141,42071499329,42021365486,42004,5061070,Target Corporation,870 Aerial Road,San Jacinto,PA,03905,67,454,169,176,33,38,54,PAA36581653,TC7278-1666,30 percent present value,New construction,1991,2002,42015,True,True,True,Y,POINT (4508168.963160115 -15648031.54519716),POINT (4508168.963160115 -15648031.54519716)
PAA84511919,PAA50465284,40.48848059168705,-80.2003822339194,42095800845,42047380454,42003,0727094,1389 Clipper Highway,630 Brooks Stravenue,Kearny,PA,23435,629,579,287,134,33,32,37,PAA89564029,PAA56615874,None,Acquisition and Rehab,2007,1981,None,False,True,True,Y,POINT (4507157.042459942 -15668460.117484774),POINT (4507157.042459942 -15668460.117484774)
PAA31391822,PAA14711597,40.418317918063735,-80.0444069572634,42008664895,42004092106,42000,4959209,Cut Rite Lawn Care,483 Royal Bypass,Glenview,PA,93754,56,330,397,34,5,63,7,PAA64419537,TC5889-7245,70 percent present value,Acquisition and Rehab,1997,1992,97315,False,True,False,Y,POINT (4499346.5693595 -15567241.523050766),POINT (4499346.5693595 -15567241.523050766)
PAA41447257,TC4483-3000,40.51272201492644,-80.21445768737037,42059959155,42015087844,42003,6649748,Ace Hardware,703 Frank Norris Shore,West Valley City,PA,95253,662,160,358,103,36,94,24,PAA77679096,TC7107-0050,30 percent present value,New construction,1984,2017,59181,False,True,False,N,POINT (4509855.585351055 -15677672.57760044),POINT (4509855.585351055 -15677672.57760044)
PAA39969932,PAA36451247,40.56159159802856,-80.20943309551792,42060322754,42082161856,42001,8666820,Fireball,476 Maryland Green,Boise City,PA,05839,94,461,340,152,87,49,21,PAA15857010,TC1515-0587,Both,New construction,2008,2014,71227,,,False,Y,POINT (4515295.722457264 -15674382.450016038),POINT (4515295.722457264 -15674382.450016038)
PAA26460116,PAA11286698,40.28902926608595,-79.85052835890386,42098357957,42059274641,42000,3195121,66 Erie Viaduct,953 Blanche Freeway,Temecula,PA,01059,85,359,348,145,2,32,36,PAA19643390,TC7849-3265,None,New construction,1990,2009,96435,False,True,False,Y,POINT (4484954.222455984 -15443592.11493134),POINT (4484954.222455984 -15443592.11493134)
PAA57953204,PAA53688371,40.212774476318856,-79.85833967507797,42002208535,42059178135,42003,5338085,Life Map,801 Eldridge Loop,Portsmouth,PA,19479,53,508,25,53,90,1,15,PAA32552851,TC9892-5392,None,New construction,1995,2019,None,True,,,Y,POINT (4476465.578088564 -15448528.553444216),POINT (4476465.578088564 -15448528.553444216)
